course_id,full_course_id
URBN PL M161,Urban Planning M161
URBN PL M167,Urban Planning M167
URBN PL 199,Urban Planning 199
URBN PL M203A,Urban Planning M203A
URBN PL 205B,Urban Planning 205B
URBN PL M208D,Urban Planning M208D
URBN PL 217A,Urban Planning 217A
URBN PL 218B,Urban Planning 218B
URBN PL 219,Urban Planning 219
URBN PL 220B,Urban Planning 220B
URBN PL 221,Urban Planning 221
URBN PL 223,Urban Planning 223
URBN PL 224,Urban Planning 224
URBN PL 239,Urban Planning 239
URBN PL 252,Urban Planning 252
URBN PL M253,Urban Planning M253
URBN PL 254,Urban Planning 254
URBN PL 269,Urban Planning 269
URBN PL 274,Urban Planning 274
URBN PL C285,Urban Planning C285
URBN PL M287,Urban Planning M287
URBN PL M288,Urban Planning M288
URBN PL M291,Urban Planning M291
URBN PL M296,Urban Planning M296
URBN PL 297,Urban Planning 297
URBN PL 496,Urban Planning 496
URBN PL 596,Urban Planning 596
URBN PL 597,Urban Planning 597
URBN PL 598,Urban Planning 598
URBN PL 599,Urban Planning 599
UROLOGY 99,Urology 99
UROLOGY 199,Urology 199
ARTS ED 101,Visual and Performing Arts Education 101
ARTS ED 105,Visual and Performing Arts Education 105
ARTS ED M192,Visual and Performing Arts Education M192
ARTS ED M192XP,Visual and Performing Arts Education M192XP
DANCE 5,World Arts and Cultures/Dance 5
DANCE 6,World Arts and Cultures/Dance 6
DANCE 9,World Arts and Cultures/Dance 9
DANCE 10,World Arts and Cultures/Dance 10
DANCE 11,World Arts and Cultures/Dance 11
DANCE 12,World Arts and Cultures/Dance 12
DANCE 15,World Arts and Cultures/Dance 15
DANCE 16,World Arts and Cultures/Dance 16
DANCE 19,World Arts and Cultures/Dance 19
DANCE 44,World Arts and Cultures/Dance 44
DANCE 60,World Arts and Cultures/Dance 60
DANCE 63,World Arts and Cultures/Dance 63
DANCE 65,World Arts and Cultures/Dance 65
DANCE 67A,World Arts and Cultures/Dance 67A
DANCE 67B,World Arts and Cultures/Dance 67B
DANCE 70,World Arts and Cultures/Dance 70
DANCE C106A,World Arts and Cultures/Dance C106A
DANCE C109A,World Arts and Cultures/Dance C109A
DANCE C113A,World Arts and Cultures/Dance C113A
DANCE 114,World Arts and Cultures/Dance 114
DANCE C115,World Arts and Cultures/Dance C115
DANCE 116,World Arts and Cultures/Dance 116
DANCE 117B,World Arts and Cultures/Dance 117B
DANCE 118,World Arts and Cultures/Dance 118
DANCE C122,World Arts and Cultures/Dance C122
DANCE C145XP,World Arts and Cultures/Dance C145XP
DANCE 160,World Arts and Cultures/Dance 160
DANCE 170,World Arts and Cultures/Dance 170
DANCE 186A,World Arts and Cultures/Dance 186A
DANCE 211B,World Arts and Cultures/Dance 211B
DANCE C222,World Arts and Cultures/Dance C222
DANCE C245XP,World Arts and Cultures/Dance C245XP
DANCE C406A,World Arts and Cultures/Dance C406A
DANCE C409A,World Arts and Cultures/Dance C409A
DANCE C413A,World Arts and Cultures/Dance C413A
DANCE C415,World Arts and Cultures/Dance C415
DANCE 441,World Arts and Cultures/Dance 441
DANCE 490,World Arts and Cultures/Dance 490
WL ARTS 20,World Arts and Cultures/Dance 20
WL ARTS M23,World Arts and Cultures/Dance M23
WL ARTS 33,World Arts and Cultures/Dance 33
WL ARTS 78,World Arts and Cultures/Dance 78
WL ARTS 102,World Arts and Cultures/Dance 102
WL ARTS 120,World Arts and Cultures/Dance 120
WL ARTS M128,World Arts and Cultures/Dance M128
WL ARTS CM140XP,World Arts and Cultures/Dance CM140XP
WL ARTS 143B,World Arts and Cultures/Dance 143B
WL ARTS C145,World Arts and Cultures/Dance C145
WL ARTS 160,World Arts and Cultures/Dance 160
WL ARTS 178,World Arts and Cultures/Dance 178
WL ARTS C180,World Arts and Cultures/Dance C180
WL ARTS C184,World Arts and Cultures/Dance C184
WL ARTS 186A,World Arts and Cultures/Dance 186A
WL ARTS 195,World Arts and Cultures/Dance 195
WL ARTS 199,World Arts and Cultures/Dance 199
WL ARTS 201,World Arts and Cultures/Dance 201
WL ARTS 202,World Arts and Cultures/Dance 202
WL ARTS 220,World Arts and Cultures/Dance 220
WL ARTS CM240XP,World Arts and Cultures/Dance CM240XP
WL ARTS C245,World Arts and Cultures/Dance C245
WL ARTS C280,World Arts and Cultures/Dance C280
WL ARTS C284,World Arts and Cultures/Dance C284
WL ARTS 478,World Arts and Cultures/Dance 478
WL ARTS 596A,World Arts and Cultures/Dance 596A
WL ARTS 597,World Arts and Cultures/Dance 597
WL ARTS 598,World Arts and Cultures/Dance 598
WL ARTS 599,World Arts and Cultures/Dance 599
ESL 300,Writing Programs 300
ESL 301,Writing Programs 301
ESL 310,Writing Programs 310
ESL 313,Writing Programs 313
ENGCOMP 1,Writing Programs 1
ENGCOMP 2,Writing Programs 2
ENGCOMP 3,Writing Programs 3
ENGCOMP 3D,Writing Programs 3D
ENGCOMP 3DX,Writing Programs 3DX
ENGCOMP 4,Writing Programs 4
ENGCOMP 5W,Writing Programs 5W
ENGCOMP 100W,Writing Programs 100W
ENGCOMP 130C,Writing Programs 130C
ENGCOMP 130D,Writing Programs 130D
ENGCOMP 130E,Writing Programs 130E
ENGCOMP 131A,Writing Programs 131A
ENGCOMP 131B,Writing Programs 131B
ENGCOMP 133,Writing Programs 133
ENGCOMP 134,Writing Programs 134
ENGCOMP 134A,Writing Programs 134A
ENGCOMP 136,Writing Programs 136
ENGCOMP M138,Writing Programs M138
ENGCOMP M141,Writing Programs M141
ENGCOMP 175,Writing Programs 175
ENGCOMP M192,Writing Programs M192
ENGCOMP 402,Writing Programs 402
ENGCOMP 495A,Writing Programs 495A
ENGCOMP 495D,Writing Programs 495D
ENGCOMP 495E,Writing Programs 495E
ENGCOMP 495F,Writing Programs 495F
ENGCOMP 495N,Writing Programs 495N
ENGCOMP 495P,Writing Programs 495P
ENGCOMP 496,Writing Programs 496
